time_hour,precip_intensity,temperature,humidity,wind_speed,wind_gust,weather_summary,cloud_cover,zip,weather_status
2019-05-13 00:00:00,0.0003,43.91,0.93,8.56,8.56,Overcast,1.0,07306,observed
2019-05-13 01:00:00,0.0023,43.59,0.92,8.45,8.45,Overcast,1.0,07306,observed
2019-05-13 02:00:00,0.0033,43.0,0.92,7.69,7.69,Overcast,1.0,07306,observed
2019-05-13 03:00:00,0.0,42.89,0.92,5.74,5.74,Overcast,1.0,07306,observed
2019-05-13 04:00:00,0.0,42.89,0.92,5.1,5.1,Overcast,1.0,07306,observed
2019-05-13 05:00:00,0.0,43.54,0.93,5.55,5.55,Overcast,1.0,07306,observed
2019-05-13 06:00:00,0.0,44.12,0.94,5.37,5.37,Overcast,1.0,07306,observed
2019-05-13 07:00:00,0.0023,44.35,0.95,4.9,4.9,Overcast,1.0,07306,observed
2019-05-13 08:00:00,0.0,44.62,0.95,7.08,7.08,Overcast,1.0,07306,observed
2019-05-13 09:00:00,0.0077,45.55,0.95,7.28,7.28,Possible Drizzle,1.0,07306,observed
2019-05-13 10:00:00,0.0105,46.1,0.93,7.16,7.16,Possible Drizzle,1.0,07306,observed
2019-05-13 11:00:00,0.0149,46.33,0.94,8.16,8.22,Drizzle,1.0,07306,observed
2019-05-13 12:00:00,0.0157,46.96,0.91,7.71,8.28,Possible Drizzle,1.0,07306,observed
2019-05-13 13:00:00,0.0042,47.25,0.91,7.49,7.49,Drizzle,1.0,07306,observed
2019-05-13 14:00:00,0.0666,47.12,0.94,6.61,6.61,Light Rain,1.0,07306,observed
2019-05-13 15:00:00,0.0988,47.5,0.94,6.5,6.5,Rain,1.0,07306,observed
2019-05-13 16:00:00,0.0048,47.66,0.92,6.33,6.33,Drizzle,1.0,07306,observed
2019-05-13 17:00:00,0.0801,47.48,0.94,4.43,4.43,Light Rain,1.0,07306,observed
2019-05-13 18:00:00,0.1748,47.28,0.96,7.67,7.73,Rain,1.0,07306,observed
2019-05-13 19:00:00,0.0732,46.87,0.95,9.32,9.32,Light Rain,1.0,07306,observed
2019-05-13 20:00:00,0.0,46.86,0.92,8.68,8.68,Overcast,1.0,07306,observed
2019-05-13 21:00:00,0.0022,46.35,0.9,7.85,7.85,Overcast,1.0,07306,observed
2019-05-13 22:00:00,0.0029,46.21,0.9,5.01,5.01,Possible Drizzle,1.0,07306,observed
2019-05-13 23:00:00,0.0,46.24,0.89,2.69,2.69,Overcast,1.0,07306,observed
2019-05-14 00:00:00,0.0,46.12,0.9,3.97,3.97,Overcast,1.0,07306,observed
2019-05-14 01:00:00,0.0,45.8,0.91,4.41,4.41,Overcast,1.0,07306,observed
2019-05-14 02:00:00,0.0,45.56,0.9,5.04,5.04,Overcast,1.0,07306,observed
2019-05-14 03:00:00,0.0,44.85,0.92,2.31,2.31,Overcast,1.0,07306,observed
2019-05-14 04:00:00,0.0,44.73,0.92,3.82,3.82,Overcast,1.0,07306,observed
2019-05-14 05:00:00,0.0,44.37,0.94,4.28,4.28,Overcast,1.0,07306,observed
2019-05-14 06:00:00,0.0,44.43,0.92,2.68,2.68,Overcast,1.0,07306,observed
2019-05-14 07:00:00,0.0,44.57,0.94,3.63,3.63,Overcast,1.0,07306,observed
2019-05-14 08:00:00,0.0,45.03,0.94,3.92,3.92,Overcast,1.0,07306,observed
2019-05-14 09:00:00,0.0012,45.82,0.92,0.35,0.71,Overcast,1.0,07306,observed
2019-05-14 10:00:00,0.0004,47.03,0.89,1.42,1.42,Overcast,1.0,07306,observed
2019-05-14 11:00:00,0.0,48.37,0.85,0.85,1.37,Overcast,1.0,07306,observed
2019-05-14 12:00:00,0.0,49.54,0.83,3.69,3.69,Overcast,1.0,07306,observed
2019-05-14 13:00:00,0.0,50.7,0.81,4.18,4.18,Overcast,1.0,07306,observed
2019-05-14 14:00:00,0.0012,50.89,0.81,4.19,4.19,Overcast,1.0,07306,observed
2019-05-14 15:00:00,0.0038,51.21,0.82,5.57,5.57,Possible Drizzle,1.0,07306,observed
2019-05-14 16:00:00,0.0011,50.85,0.83,5.8,5.8,Overcast,1.0,07306,observed
2019-05-14 17:00:00,0.011,50.21,0.91,3.82,3.82,Possible Drizzle,1.0,07306,observed
2019-05-14 18:00:00,0.0118,49.54,0.93,3.94,3.94,Drizzle,1.0,07306,observed
2019-05-14 19:00:00,0.0739,48.78,0.94,4.32,4.32,Light Rain,1.0,07306,observed
2019-05-14 20:00:00,0.0813,48.87,0.92,3.01,3.01,Light Rain,1.0,07306,observed
2019-05-14 21:00:00,0.0169,47.96,0.92,4.19,4.19,Possible Light Rain,1.0,07306,observed
2019-05-14 22:00:00,0.0062,47.56,0.9,1.72,1.72,Possible Drizzle,1.0,07306,observed
2019-05-14 23:00:00,0.0044,47.48,0.89,3.64,3.64,Overcast,0.91,07306,observed
2019-05-15 00:00:00,0.0,47.44,0.88,5.75,5.75,Overcast,0.96,07306,observed
2019-05-15 01:00:00,0.0018,46.7,0.9,5.87,5.87,Overcast,1.0,07306,observed
2019-05-15 02:00:00,0.0025,46.68,0.9,5.94,5.94,Overcast,1.0,07306,observed
2019-05-15 03:00:00,0.0,46.39,0.89,2.7,2.7,Overcast,1.0,07306,observed
2019-05-15 04:00:00,0.0,45.39,0.9,3.21,3.21,Mostly Cloudy,0.83,07306,observed
2019-05-15 05:00:00,0.0,44.75,0.9,2.2,2.2,Mostly Cloudy,0.84,07306,observed
2019-05-15 06:00:00,0.0,43.88,0.88,4.18,4.18,Partly Cloudy,0.29,07306,observed
2019-05-15 07:00:00,0.0,46.67,0.82,5.43,5.43,Clear,0.05,07306,observed
2019-05-15 08:00:00,0.0,49.91,0.72,6.34,6.34,Clear,0.05,07306,observed
2019-05-15 09:00:00,0.0,52.39,0.62,8.41,8.41,Clear,0.04,07306,observed
2019-05-15 10:00:00,0.0,54.79,0.56,10.36,10.36,Partly Cloudy,0.23,07306,observed
2019-05-15 11:00:00,0.0,57.02,0.53,8.84,8.84,Mostly Cloudy,0.58,07306,observed
2019-05-15 12:00:00,0.0,60.26,0.49,7.67,7.67,Partly Cloudy,0.49,07306,observed
2019-05-15 13:00:00,0.0,63.18,0.44,9.15,9.15,Mostly Cloudy,0.58,07306,observed
2019-05-15 14:00:00,0.0,65.93,0.4,9.11,11.74,Partly Cloudy,0.45,07306,observed
2019-05-15 15:00:00,0.0,67.78,0.37,8.43,8.43,Partly Cloudy,0.31,07306,observed
2019-05-15 16:00:00,0.0,67.89,0.36,6.53,6.53,Mostly Cloudy,0.74,07306,observed
2019-05-15 17:00:00,0.0,68.86,0.37,6.4,6.4,Overcast,0.92,07306,observed
2019-05-15 18:00:00,0.0,67.34,0.41,5.95,6.14,Mostly Cloudy,0.75,07306,observed
2019-05-15 19:00:00,0.0,65.91,0.48,2.06,2.06,Mostly Cloudy,0.66,07306,observed
2019-05-15 20:00:00,0.0,63.44,0.54,3.04,3.04,Mostly Cloudy,0.75,07306,observed
2019-05-15 21:00:00,0.0,63.28,0.52,3.87,3.87,Mostly Cloudy,0.79,07306,observed
2019-05-15 22:00:00,0.0,62.78,0.54,3.0,3.0,Overcast,0.93,07306,observed
2019-05-15 23:00:00,0.0,60.95,0.59,2.88,2.88,Mostly Cloudy,0.79,07306,observed
2019-05-16 00:00:00,0.0,60.44,0.61,3.91,3.91,Overcast,0.88,07306,observed
2019-05-16 01:00:00,0.0,58.89,0.67,4.14,4.14,Overcast,1.0,07306,observed
2019-05-16 02:00:00,0.0083,56.31,0.77,3.79,4.8,Possible Drizzle,1.0,07306,observed
2019-05-16 03:00:00,0.0023,55.66,0.82,1.28,1.37,Overcast,1.0,07306,observed
2019-05-16 04:00:00,0.0102,54.77,0.85,2.0,2.0,Possible Drizzle,1.0,07306,observed
2019-05-16 05:00:00,0.01,53.86,0.89,1.84,1.84,Possible Drizzle,1.0,07306,observed
2019-05-16 06:00:00,0.0026,53.51,0.89,1.21,1.21,Mostly Cloudy,0.67,07306,observed
2019-05-16 07:00:00,0.0,54.91,0.88,2.56,2.56,Overcast,0.9,07306,observed
2019-05-16 08:00:00,0.0,56.78,0.82,5.97,5.97,Mostly Cloudy,0.8,07306,observed
2019-05-16 09:00:00,0.0,61.24,0.66,6.11,6.11,Mostly Cloudy,0.61,07306,observed
2019-05-16 10:00:00,0.0,63.68,0.54,5.58,5.58,Partly Cloudy,0.29,07306,observed
2019-05-16 11:00:00,0.0,65.84,0.47,6.12,6.12,Partly Cloudy,0.36,07306,observed
2019-05-16 12:00:00,0.0,68.07,0.41,8.86,8.86,Mostly Cloudy,0.59,07306,observed
2019-05-16 13:00:00,0.0,69.18,0.38,6.15,6.58,Mostly Cloudy,0.58,07306,observed
2019-05-16 14:00:00,0.0,70.31,0.35,6.36,6.36,Mostly Cloudy,0.66,07306,observed
2019-05-16 15:00:00,0.0,71.6,0.32,7.16,7.16,Mostly Cloudy,0.66,07306,observed
2019-05-16 16:00:00,0.0,72.48,0.3,6.22,6.22,Mostly Cloudy,0.71,07306,observed
2019-05-16 17:00:00,0.0,71.43,0.33,6.6,6.6,Mostly Cloudy,0.53,07306,observed
2019-05-16 18:00:00,0.0,71.89,0.31,6.64,6.64,Mostly Cloudy,0.58,07306,observed
2019-05-16 19:00:00,0.0,71.1,0.32,5.23,5.23,Partly Cloudy,0.44,07306,observed
2019-05-16 20:00:00,0.0,65.32,0.49,0.43,0.43,Partly Cloudy,0.25,07306,observed
2019-05-16 21:00:00,0.0,63.56,0.56,0.03,0.24,Clear,0.07,07306,observed
2019-05-16 22:00:00,0.0,61.66,0.6,0.19,0.4,Clear,0.12,07306,observed
2019-05-16 23:00:00,0.0,60.01,0.66,0.03,0.04,Clear,0.11,07306,observed
2019-05-17 00:00:00,0.0,59.15,0.7,0.72,0.72,Partly Cloudy,0.45,07306,observed
2019-05-17 01:00:00,0.0,58.94,0.71,0.11,0.11,Mostly Cloudy,0.85,07306,observed
2019-05-17 02:00:00,0.0,58.65,0.71,0.11,0.7,Mostly Cloudy,0.68,07306,observed
2019-05-17 03:00:00,0.0,58.75,0.7,2.79,2.79,Partly Cloudy,0.33,07306,observed
2019-05-17 04:00:00,0.0,57.37,0.74,2.34,2.34,Partly Cloudy,0.25,07306,observed
2019-05-17 05:00:00,0.0,57.04,0.77,4.17,4.17,Partly Cloudy,0.31,07306,observed
2019-05-17 06:00:00,0.0,56.65,0.8,4.31,4.31,Partly Cloudy,0.45,07306,observed
2019-05-17 07:00:00,0.0,60.77,0.73,4.73,4.73,Partly Cloudy,0.18,07306,observed
2019-05-17 08:00:00,0.0,63.88,0.68,6.37,6.37,Partly Cloudy,0.28,07306,observed
2019-05-17 09:00:00,0.0,67.35,0.61,6.44,6.44,Partly Cloudy,0.22,07306,observed
2019-05-17 10:00:00,0.0,70.53,0.56,6.32,6.32,Partly Cloudy,0.22,07306,observed
2019-05-17 11:00:00,0.0,73.23,0.52,6.0,6.0,Partly Cloudy,0.26,07306,observed
2019-05-17 12:00:00,0.0,75.18,0.48,7.57,7.57,Partly Cloudy,0.37,07306,observed
2019-05-17 13:00:00,0.0,71.7,0.57,6.13,6.13,Overcast,1.0,07306,observed
2019-05-17 14:00:00,0.0009,71.25,0.62,3.53,3.53,Overcast,1.0,07306,observed
2019-05-17 15:00:00,0.0,74.84,0.54,5.51,5.51,Overcast,0.92,07306,observed
2019-05-17 16:00:00,0.0,77.12,0.48,7.16,7.16,Mostly Cloudy,0.64,07306,observed
2019-05-17 17:00:00,0.0,76.83,0.49,9.19,9.19,Overcast,0.88,07306,observed
2019-05-17 18:00:00,0.0,76.5,0.5,8.84,8.84,Mostly Cloudy,0.82,07306,observed
2019-05-17 19:00:00,0.0,77.02,0.53,4.44,4.44,Partly Cloudy,0.21,07306,observed
2019-05-17 20:00:00,0.0,75.0,0.57,5.49,5.62,Partly Cloudy,0.37,07306,observed
2019-05-17 21:00:00,0.0068,71.52,0.66,4.47,4.47,Mostly Cloudy,0.72,07306,observed
2019-05-17 22:00:00,0.0264,68.57,0.81,3.44,3.44,Light Rain,0.95,07306,observed
2019-05-17 23:00:00,0.0,67.28,0.85,3.14,3.14,Mostly Cloudy,0.81,07306,observed
2019-05-18 00:00:00,0.0,67.07,0.76,5.38,5.38,Mostly Cloudy,0.75,07306,observed
2019-05-18 01:00:00,0.0,65.0,0.63,7.84,7.84,Mostly Cloudy,0.51,07306,observed
2019-05-18 02:00:00,0.0,62.98,0.59,6.0,6.0,Partly Cloudy,0.24,07306,observed
2019-05-18 03:00:00,0.0,61.01,0.57,5.72,5.72,Clear,0.12,07306,observed
2019-05-18 04:00:00,0.0,58.88,0.59,3.37,3.37,Partly Cloudy,0.22,07306,observed
2019-05-18 05:00:00,0.0,56.67,0.6,3.11,3.11,Partly Cloudy,0.15,07306,observed
2019-05-18 06:00:00,0.0,55.41,0.65,4.49,4.49,Partly Cloudy,0.14,07306,observed
2019-05-18 07:00:00,0.0,58.12,0.6,4.21,4.21,Clear,0.08,07306,observed
2019-05-18 08:00:00,0.0,59.93,0.56,6.5,6.5,Clear,0.09,07306,observed
2019-05-18 09:00:00,0.0,62.75,0.51,5.39,5.39,Clear,0.11,07306,observed
2019-05-18 10:00:00,0.0,65.22,0.44,4.93,4.93,Clear,0.06,07306,observed
2019-05-18 11:00:00,0.0,67.28,0.39,5.06,5.06,Clear,0.06,07306,observed
2019-05-18 12:00:00,0.0,69.87,0.33,4.86,4.86,Clear,0.06,07306,observed
2019-05-18 13:00:00,0.0,71.89,0.3,6.16,6.16,Clear,0.06,07306,observed
2019-05-18 14:00:00,0.0,73.66,0.29,4.36,4.36,Clear,0.05,07306,observed
2019-05-18 15:00:00,0.0,74.69,0.27,4.96,4.96,Clear,0.09,07306,observed
2019-05-18 16:00:00,0.0,76.0,0.26,5.21,5.21,Clear,0.08,07306,observed
2019-05-18 17:00:00,0.0,73.58,0.32,6.2,6.2,Partly Cloudy,0.14,07306,observed
2019-05-18 18:00:00,0.0,72.04,0.36,6.76,6.76,Partly Cloudy,0.14,07306,observed
2019-05-18 19:00:00,0.0,68.23,0.42,8.67,8.67,Clear,0.11,07306,observed
2019-05-18 20:00:00,0.0,64.36,0.51,5.78,5.78,Clear,0.08,07306,observed
2019-05-18 21:00:00,0.0,62.1,0.57,5.27,5.27,Partly Cloudy,0.16,07306,observed
2019-05-18 22:00:00,0.0,60.88,0.61,4.31,4.31,Partly Cloudy,0.13,07306,observed
2019-05-18 23:00:00,0.0,60.47,0.63,4.61,4.61,Clear,0.11,07306,observed
2019-05-19 00:00:00,0.0,59.27,0.65,3.75,3.75,Partly Cloudy,0.15,07306,observed
2019-05-19 01:00:00,0.0,58.85,0.67,1.57,1.57,Partly Cloudy,0.14,07306,observed
2019-05-19 02:00:00,0.0,59.11,0.71,2.75,2.75,Partly Cloudy,0.37,07306,observed
2019-05-19 03:00:00,0.0,58.68,0.74,2.37,2.37,Mostly Cloudy,0.61,07306,observed
2019-05-19 04:00:00,0.0,57.45,0.79,0.81,0.81,Partly Cloudy,0.4,07306,observed
2019-05-19 05:00:00,0.0,57.13,0.82,2.47,2.47,Mostly Cloudy,0.62,07306,observed
2019-05-19 06:00:00,0.0,58.28,0.83,2.74,2.74,Mostly Cloudy,0.66,07306,observed
2019-05-19 07:00:00,0.0,60.37,0.79,3.58,3.58,Overcast,0.89,07306,observed
2019-05-19 08:00:00,0.0,62.09,0.77,4.86,4.86,Mostly Cloudy,0.7,07306,observed
2019-05-19 09:00:00,0.0,63.99,0.75,4.53,4.53,Mostly Cloudy,0.73,07306,observed
2019-05-19 10:00:00,0.0,67.57,0.71,4.93,4.93,Mostly Cloudy,0.64,07306,observed
2019-05-19 11:00:00,0.0,69.71,0.66,7.59,7.59,Mostly Cloudy,0.64,07306,observed
2019-05-19 12:00:00,0.0,72.53,0.62,7.5,7.5,Partly Cloudy,0.42,07306,observed
2019-05-19 13:00:00,0.0,73.91,0.63,9.82,9.82,Partly Cloudy,0.15,07306,observed
2019-05-19 14:00:00,0.0,75.56,0.63,9.13,9.13,Partly Cloudy,0.2,07306,observed
2019-05-19 15:00:00,0.0,76.46,0.63,9.46,11.88,Partly Cloudy,0.22,07306,observed
2019-05-19 16:00:00,0.0,77.77,0.63,9.78,10.11,Clear,0.06,07306,observed
2019-05-19 17:00:00,0.0,77.54,0.66,10.13,13.37,Partly Cloudy,0.16,07306,observed
2019-05-19 18:00:00,0.0,76.97,0.67,9.42,9.42,Partly Cloudy,0.32,07306,observed
2019-05-19 19:00:00,0.0,75.35,0.71,6.84,6.84,Partly Cloudy,0.21,07306,observed
2019-05-19 20:00:00,0.0,73.01,0.76,7.65,7.65,Partly Cloudy,0.3,07306,observed
2019-05-19 21:00:00,0.0,71.38,0.81,5.17,5.17,Partly Cloudy,0.28,07306,observed
2019-05-19 22:00:00,0.0,71.0,0.82,4.28,4.28,Partly Cloudy,0.28,07306,observed
2019-05-19 23:00:00,0.0,69.73,0.85,6.66,6.66,Partly Cloudy,0.49,07306,observed
2019-05-20 00:00:00,0.001,69.71,0.88,4.12,4.12,Drizzle,0.83,07306,observed
2019-05-20 01:00:00,0.0503,68.82,0.9,4.45,4.45,Light Rain,0.89,07306,observed
2019-05-20 02:00:00,0.1574,68.54,0.9,0.0,0.0,Rain,0.89,07306,observed
2019-05-20 03:00:00,0.0,66.9,0.94,1.44,1.44,Mostly Cloudy,0.76,07306,observed
2019-05-20 04:00:00,0.0405,66.14,0.95,1.16,1.16,Light Rain,0.79,07306,observed
2019-05-20 05:00:00,0.0046,65.66,0.94,2.68,2.68,Mostly Cloudy,0.52,07306,observed
2019-05-20 06:00:00,0.0,65.08,0.93,3.61,3.61,Partly Cloudy,0.37,07306,observed
2019-05-20 07:00:00,0.0,66.67,0.89,1.92,1.92,Partly Cloudy,0.43,07306,observed
2019-05-20 08:00:00,0.0,69.95,0.84,5.86,6.16,Partly Cloudy,0.36,07306,observed
2019-05-20 09:00:00,0.0,73.9,0.76,8.44,8.44,Mostly Cloudy,0.58,07306,observed
2019-05-20 10:00:00,0.0,77.33,0.69,8.98,9.64,Mostly Cloudy,0.58,07306,observed
2019-05-20 11:00:00,0.0,81.31,0.57,11.16,12.61,Partly Cloudy,0.18,07306,observed
2019-05-20 12:00:00,0.0,83.01,0.52,12.24,18.35,Partly Cloudy,0.46,07306,observed
2019-05-20 13:00:00,0.0,84.47,0.47,12.71,12.71,Mostly Cloudy,0.58,07306,observed
2019-05-20 14:00:00,0.0,86.22,0.43,10.56,14.14,Mostly Cloudy,0.74,07306,observed
2019-05-20 15:00:00,0.0,85.65,0.44,10.33,13.71,Mostly Cloudy,0.75,07306,observed
2019-05-20 16:00:00,0.0,87.48,0.39,13.55,13.55,Mostly Cloudy,0.71,07306,observed
2019-05-20 17:00:00,0.0,85.91,0.41,12.48,17.78,Mostly Cloudy,0.72,07306,observed
2019-05-20 18:00:00,0.0019,84.33,0.44,12.66,12.66,Mostly Cloudy,0.68,07306,observed
2019-05-20 19:00:00,0.0,83.18,0.47,10.9,10.93,Mostly Cloudy,0.71,07306,observed
2019-05-20 20:00:00,0.0,81.72,0.45,8.27,9.01,Partly Cloudy,0.3,07306,observed
2019-05-20 21:00:00,0.0,79.78,0.38,7.82,7.82,Partly Cloudy,0.19,07306,observed
2019-05-20 22:00:00,0.0,77.45,0.38,7.36,7.36,Clear,0.04,07306,observed
2019-05-20 23:00:00,0.0,75.75,0.41,9.27,9.58,Clear,0.03,07306,observed
2019-05-21 00:00:00,0.0,70.59,0.54,11.56,12.41,Clear,0.04,07306,observed
2019-05-21 01:00:00,0.0,67.28,0.54,11.56,11.56,Clear,0.03,07306,observed
2019-05-21 02:00:00,0.0,65.46,0.54,9.75,10.74,Clear,0.0,07306,observed
2019-05-21 03:00:00,0.0,63.75,0.52,11.17,14.67,Clear,0.04,07306,observed
2019-05-21 04:00:00,0.0,61.56,0.52,9.72,9.72,Partly Cloudy,0.14,07306,observed
2019-05-21 05:00:00,0.0,60.31,0.51,10.27,10.27,Partly Cloudy,0.37,07306,observed
2019-05-21 06:00:00,0.0,58.98,0.51,8.98,9.78,Mostly Cloudy,0.6,07306,observed
2019-05-21 07:00:00,0.0,58.49,0.52,11.36,11.36,Overcast,0.88,07306,observed
2019-05-21 08:00:00,0.0,58.05,0.47,13.25,17.7,Mostly Cloudy,0.79,07306,observed
2019-05-21 09:00:00,0.0,58.21,0.45,12.63,14.13,Partly Cloudy,0.45,07306,observed
2019-05-21 10:00:00,0.0,60.31,0.42,12.0,12.79,Partly Cloudy,0.13,07306,observed
2019-05-21 11:00:00,0.0,62.2,0.38,11.21,15.03,Clear,0.1,07306,observed
2019-05-21 12:00:00,0.0,64.51,0.35,11.53,13.88,Partly Cloudy,0.13,07306,observed
2019-05-21 13:00:00,0.0,66.84,0.34,10.13,16.66,Partly Cloudy,0.26,07306,observed
2019-05-21 14:00:00,0.0,68.94,0.33,12.8,12.8,Partly Cloudy,0.17,07306,observed
2019-05-21 15:00:00,0.0,71.08,0.29,11.84,15.17,Partly Cloudy,0.14,07306,observed
2019-05-21 16:00:00,0.0,72.17,0.27,12.52,12.74,Clear,0.06,07306,observed
2019-05-21 17:00:00,0.0,72.46,0.25,13.87,13.87,Clear,0.03,07306,observed
2019-05-21 18:00:00,0.0,71.81,0.23,12.29,13.39,Clear,0.11,07306,observed
2019-05-21 19:00:00,0.0,70.16,0.22,13.68,13.68,Partly Cloudy,0.15,07306,observed
2019-05-21 20:00:00,0.0,67.78,0.25,10.75,10.75,Partly Cloudy,0.23,07306,observed
2019-05-21 21:00:00,0.0,64.76,0.31,8.77,8.77,Partly Cloudy,0.24,07306,observed
2019-05-21 22:00:00,0.0,63.59,0.34,8.13,12.36,Clear,0.06,07306,observed
2019-05-21 23:00:00,0.0,61.7,0.38,7.3,7.3,Clear,0.05,07306,observed
2019-05-22 00:00:00,0.0,60.29,0.39,6.65,6.65,Clear,0.08,07306,observed
2019-05-22 01:00:00,0.0,59.11,0.42,6.61,6.61,Clear,0.05,07306,observed
2019-05-22 02:00:00,0.0,58.18,0.44,6.33,6.33,Clear,0.05,07306,observed
2019-05-22 03:00:00,0.0,57.02,0.47,5.51,5.51,Clear,0.06,07306,observed
2019-05-22 04:00:00,0.0,54.61,0.54,3.79,3.79,Clear,0.05,07306,observed
2019-05-22 05:00:00,0.0,53.44,0.57,4.04,4.04,Clear,0.05,07306,observed
2019-05-22 06:00:00,0.0,52.89,0.58,3.08,3.08,Clear,0.05,07306,observed
2019-05-22 07:00:00,0.0,56.17,0.54,3.72,3.72,Clear,0.02,07306,observed
2019-05-22 08:00:00,0.0,59.87,0.46,5.57,5.57,Clear,0.04,07306,observed
2019-05-22 09:00:00,0.0,63.36,0.38,5.77,5.77,Clear,0.07,07306,observed
2019-05-22 10:00:00,0.0,66.44,0.32,6.7,6.7,Clear,0.07,07306,observed
2019-05-22 11:00:00,0.0,68.36,0.3,6.82,6.82,Clear,0.07,07306,observed
2019-05-22 12:00:00,0.0,70.35,0.26,6.34,6.34,Clear,0.03,07306,observed
2019-05-22 13:00:00,0.0,72.25,0.24,6.69,6.69,Clear,0.06,07306,observed
2019-05-22 14:00:00,0.0,73.26,0.22,6.38,6.38,Partly Cloudy,0.22,07306,observed
2019-05-22 15:00:00,0.0,74.41,0.21,4.47,4.47,Partly Cloudy,0.16,07306,observed
2019-05-22 16:00:00,0.0,75.28,0.2,3.12,3.12,Partly Cloudy,0.2,07306,observed
2019-05-22 17:00:00,0.0,75.41,0.2,2.89,2.89,Partly Cloudy,0.22,07306,observed
2019-05-22 18:00:00,0.0,74.4,0.23,4.75,4.75,Partly Cloudy,0.21,07306,observed
2019-05-22 19:00:00,0.0,72.64,0.26,4.99,4.99,Partly Cloudy,0.22,07306,observed
2019-05-22 20:00:00,0.0,69.55,0.36,4.72,4.72,Partly Cloudy,0.18,07306,observed
2019-05-22 21:00:00,0.0,67.23,0.4,6.25,6.25,Partly Cloudy,0.26,07306,observed
2019-05-22 22:00:00,0.0,65.89,0.45,5.2,5.2,Partly Cloudy,0.21,07306,observed
2019-05-22 23:00:00,0.0,65.09,0.47,5.02,5.02,Partly Cloudy,0.22,07306,observed
2019-05-23 00:00:00,0.0,64.81,0.47,5.34,5.34,Mostly Cloudy,0.57,07306,observed
2019-05-23 01:00:00,0.0,64.94,0.47,5.95,5.95,Mostly Cloudy,0.86,07306,observed
2019-05-23 02:00:00,0.0,63.69,0.49,4.57,4.57,Partly Cloudy,0.37,07306,observed
2019-05-23 03:00:00,0.0,62.38,0.53,3.96,3.96,Partly Cloudy,0.41,07306,observed
2019-05-23 04:00:00,0.0,62.32,0.57,3.58,3.58,Mostly Cloudy,0.83,07306,observed
2019-05-23 05:00:00,0.0,60.7,0.65,2.97,2.97,Overcast,0.96,07306,observed
2019-05-23 06:00:00,0.0606,58.43,0.83,2.97,2.97,Light Rain,1.0,07306,observed
2019-05-23 07:00:00,0.0766,57.26,0.89,3.71,3.71,Light Rain,1.0,07306,observed
2019-05-23 08:00:00,0.0819,56.05,0.9,6.05,6.05,Light Rain,0.94,07306,observed
2019-05-23 09:00:00,0.0305,57.1,0.87,4.93,4.93,Light Rain,1.0,07306,observed
2019-05-23 10:00:00,0.0051,60.84,0.73,5.3,5.3,Overcast,1.0,07306,observed
2019-05-23 11:00:00,0.0025,61.94,0.68,7.55,7.55,Overcast,0.9,07306,observed
2019-05-23 12:00:00,0.0,64.06,0.64,7.16,7.16,Mostly Cloudy,0.79,07306,observed
2019-05-23 13:00:00,0.0,67.04,0.6,8.42,8.42,Mostly Cloudy,0.79,07306,observed
2019-05-23 14:00:00,0.0,70.42,0.58,8.19,8.19,Mostly Cloudy,0.7,07306,observed
2019-05-23 15:00:00,0.0,72.0,0.58,9.34,9.34,Partly Cloudy,0.49,07306,observed
2019-05-23 16:00:00,0.0184,69.66,0.7,8.1,8.1,Possible Light Rain,0.93,07306,observed
2019-05-23 17:00:00,0.0764,67.98,0.85,4.44,4.44,Light Rain,0.82,07306,observed
2019-05-23 18:00:00,0.0,66.61,0.89,6.21,6.21,Mostly Cloudy,0.64,07306,observed
2019-05-23 19:00:00,0.0,67.02,0.85,6.54,6.54,Partly Cloudy,0.47,07306,observed
2019-05-23 20:00:00,0.0,66.49,0.86,4.27,4.27,Mostly Cloudy,0.51,07306,observed
2019-05-23 21:00:00,0.0,64.9,0.92,3.35,3.35,Partly Cloudy,0.28,07306,observed
2019-05-23 22:00:00,0.0,65.39,0.92,4.83,4.83,Partly Cloudy,0.25,07306,observed
2019-05-23 23:00:00,0.0,67.44,0.92,6.72,6.72,Partly Cloudy,0.47,07306,observed
2019-05-24 00:00:00,0.0011,68.6,0.89,5.84,5.84,Partly Cloudy,0.4,07306,observed
2019-05-24 01:00:00,0.0,68.61,0.89,7.24,7.24,Clear,0.09,07306,observed
2019-05-24 02:00:00,0.0,68.94,0.89,5.78,5.78,Partly Cloudy,0.16,07306,observed
2019-05-24 03:00:00,0.0,68.28,0.89,6.12,6.12,Clear,0.1,07306,observed
2019-05-24 04:00:00,0.0,67.71,0.86,5.17,5.17,Clear,0.04,07306,observed
2019-05-24 05:00:00,0.0,66.41,0.79,4.71,4.71,Clear,0.0,07306,observed
2019-05-24 06:00:00,0.0,65.95,0.68,6.46,6.46,Clear,0.1,07306,observed
2019-05-24 07:00:00,0.0,67.11,0.57,9.71,11.68,Clear,0.05,07306,observed
2019-05-24 08:00:00,0.0,68.18,0.5,11.1,15.38,Clear,0.05,07306,observed
2019-05-24 09:00:00,0.0,69.04,0.48,13.8,13.8,Partly Cloudy,0.14,07306,observed
2019-05-24 10:00:00,0.0,70.68,0.45,11.85,16.76,Partly Cloudy,0.2,07306,observed
2019-05-24 11:00:00,0.0,71.75,0.44,12.24,16.82,Partly Cloudy,0.49,07306,observed
